OBJECTID,SEGMENTID,FULL_NAME,FROM_STREET,TO_STREET,LEGALSHIELD,LIFECYCLESTATUS,ROADNUMBER,ROADSECTION,MAINTBYSUMMER,MAINTBYWINTER,MAINTSECTION,MAINTCLASS,ROADTYPE,PREVSEGMENT,NEXTSEGMENT,NUMLANES,OWNEDBY,SHAPESTLength
1291,25-91,Major Mackenzie Drive - Bathurst Street Ramp,Major Mackenzie Drive West,Bathurst Street,25,Active,25,91,SW,SW,SW,2,Channelized Right Turn Lane,Start,End,1,York Region,266.256062631376
1292,78-58,Metro Road North,Civic Centre Road,Kennedy Road,78,Active,78,58,NO,NO,NO,3,Regional Road,78-56,78-60,2,York Region,2024.63672446902
1293,40-28,Bloomington Road,Bayview Avenue,Leslie Street,40,Active,40,28,CE,CE,CE,1,Regional Road,40-26,40-29,2,York Region,2077.57925394473
1294,71-43,14th Avenue,Box Grove Collector Road,Reesor Road,71,Active,71,43,SE,SE,SE,3,Regional Road,71-42,71-44,2,York Region,923.472037412492
1295,65-47,Warden Avenue,Pollock Road,Highway 404 Extension,65,Active,65,47,NO,NO,NO,3,Regional Road,65-46,65-48,2,York Region,993.250739989617
1296,38-18,Bathurst Street,King Road,15th Sideroad / Bloomington Road,38,Active,38,18,CE,CE,CE,2,Regional Road,38-16,38-20,4,York Region,2086.92963046834
1297,88-32,Baseline Road,Woodbine Avenue,Warden Avenue,8A,Active,88,32,NO,NO,NO,2,Regional Road,Start,88-34,2,York Region,2130.05290669643
1298,18-90,Park Road - Highway 48 Interchange,Park Road,Highway 48,18,Active,18,90,NO,NO,NO,3,Channelized Right Turn Lane,Start,End,1,York Region,408.743436722134
1299,65-03,Warden Avenue,14th Avenue / Alden Road,Highway 407,65,Active,65,3,SE,SE,SE,2,Regional Road,65-02,65-04,4,York Region,836.326000064662
1300,53-08,Dufferin Street,Rutherford Road,Major Mackenzie Drive West,53,Active,53,8,SW,SW,SW,2,Regional Road,53-06,53-10,2,York Region,2094.44668810559
1301,38-06S,Bathurst Street Southbound,Carrville Road / Rutherford Road,Richmond Hill-Vaughan Border,38,Active,38,6,SW,SW,SW,1,Regional Road,38-08,38-06S,2,York Region,2100.47601400625
1302,30-18,York/Durham Line,Bethesda Sideroad,Bloomington Road,30,Active,30,18,SE,SE,SE,3,Regional Road,30-16,End,2,York Region,2309.34565117309
1303,74-30,Vivian Road,Mulock Drive,Woodbine Avenue,74,Active,74,30,CE,CE,CE,3,Regional Road,74-29,74-32,4,York Region,1110.36420664265
1304,06-22,Keele Street,16th Sideroad,17th Sideroad,6,Active,6,22,CE,CE,CE,3,Regional Road,06-20,06-24,2,York Region,2058.88356965308
1305,08-18,Woodbine Avenue,Bethesda Sideroad,Bloomington Road,8,Active,8,18,CE,CE,CE,2,Regional Road,08-16,08-20,3,York Region,2093.32060884751
1306,24-10,Highway 50,Major Mackenzie Drive West,Nashville Road,24,Active,24,10,,,SW,,Regional Road,,,4,Part Owner,2075.18647472324
1307,27-24,Highway 27,17th Sideroad,18th Sideroad,27,Active,27,24,CE,CE,CE,2,Regional Road,27-22,27-26,2,York Region,2076.73856662946
1308,68-02,Markham Road,Denison Street,14th Avenue,68,Active,68,2,SE,SE,SE,2,Regional Road,68-01,68-03,6,York Region,1319.23562754897
1309,55-24,Jane Street,17th Sideroad,18th Sideroad / Lloydtown/Aurora Road,55,Active,55,24,CE,CE,CE,3,Regional Road,55-22,55-25,2,York Region,2059.0946838401
1310,31-25W,Davis Drive Westbound,Davis Drive West / Yonge Street,Main Street North / Main Street South,31,Active,31,25,CE,CE,CE,2,Regional Road,31-24,31-26,2,York Region,1641.5064550778
1311,07-22,Highway 7,Langstaff Road,Bathurst Street,7,Active,7,22,SW,SW,SW,1,Regional Road,07-21,07-24,7,York Region,1581.91668138419
1312,12-16,Leslie Street,Stouffville Road,Bethesda Sideroad,12,Active,12,16,CE,CE,CE,4,Regional Road,12-14,12-18,2,York Region,1960.42366079576
1313,72-16,Langstaff Road,Highway 400,Jane Street,72,Active,72,16,SW,SW,SW,2,Regional Road,72-15,72-20,5,York Region,1271.03265862582
1314,71-21E,Centre Street Eastbound,Highway 407,Dufferin Street,71,Active,71,21,SW,SW,SW,,Regional Road,71-19E,71-22E,2,Province of Ontario,488.968605164697
1315,56-25,Weston Road,18th Sideroad,Lloydtown/Aurora Road,56,Active,56,25,CE,CE,CE,3,Regional Road,56-24,56-26,2,York Region,821.004321104047
1316,12-20,Leslie Street,Bloomington Road,Vandorf Sideroad,12,Active,12,20,CE,CE,CE,3,Regional Road,12-18,12-22,2,York Region,2258.2881186056
1317,38-35,Bathurst Street,Highway 11,Holland Landing Road,38,Active,38,35,NO,NO,NO,3,Regional Road,38-34,38-36,2,York Region,118.839496146289
1318,65-04,Warden Avenue,Highway 407,Highway 7,65,Active,65,4,SE,SE,SE,2,Regional Road,65-03,65-06,4,York Region,1210.67866596994
1319,38-22,Bathurst Street,16th Sideroad / Henderson Drive,Wellington Street West,38,Active,38,22,CE,CE,CE,2,Regional Road,38-20,38-24,4,York Region,2072.6563509433
1320,18-48,Park Road,Frog Street,Smith Boulevard,18,Active,18,48,NO,NO,NO,3,Regional Road,18-46,18-50,2,York Region,1443.69607605686
1321,07-29M,Highway 7 Rapidway,Leslie Street,Highway 404,,Active,7,29,SE,SE,SE,1,Rapidway,07-28M,07-30M,2,Metrolinx,964.038083179281
1322,06-18,Keele Street,King Road,15th Sideroad,6,Active,6,18,CE,CE,CE,3,Regional Road,06-16,06-20,2,York Region,2044.46164787544
1323,11-08,King Road,10th Concession,Highway 27,11,Active,11,8,SW,SW,SW,1,Regional Road,11-06,11-10,2,York Region,2020.06151034473
1324,79-38,Old Homestead Road,McCowan Road,Valley View Drive,79,Active,79,38,NO,NO,NO,3,Regional Road,79-36,79-40,2,York Region,2033.84783909773
1325,72-14,Langstaff Road,Pine Valley Drive,Weston Road,72,Active,72,14,SW,SW,SW,2,Regional Road,72-12,72-15,5,York Region,2168.95494511966
1326,15-36,Aurora Road,Kennedy Road,McCowan Road,15,Active,15,36,CE,CE,CE,3,Regional Road,15-34,15-38,2,York Region,2114.43903964359
1327,31-16,Davis Drive West,Exit 55,Jane Street,31,Active,31,16,CE,CE,CE,1,Regional Road,Start,31-18,5,York Region,663.008095370342
1328,08-90,Woodbine Avenue - Green Lane East Ramp,Woodbine Avenue,Green Lane East,8,Active,8,90,NO,NO,NO,2,Channelized Right Turn Lane,Start,End,1,York Region,409.192703670622
1329,65-06,Warden Avenue,Highway 7,16th Avenue,65,Active,65,6,SE,SE,SE,2,Regional Road,65-04,65-08,5,York Region,2059.10644523426
1330,06-20,Keele Street,15th Sideroad,16th Sideroad,6,Active,6,20,CE,CE,CE,3,Regional Road,06-18,06-22,2,York Region,2063.94725321663
1331,53-22,Dufferin Street,16th Sideroad,Wellington Street West,53,Active,53,22,CE,CE,CE,2,Regional Road,53-20,53-24,2,York Region,2103.7307420872
1332,07-24W,Highway 7 Westbound,Yonge Street,Bathurst Street,7,Active,7,24,SW,SW,SW,1,Regional Road,07-26W,07-22,3,York Region,2225.15480025527
1333,26-26,St Johns Sideroad,Yonge Street,Bayview Avenue,26,Active,26,26,CE,CE,CE,2,Regional Road,26-24,26-28,3,York Region,2023.27248074104
1334,73-18,Rutherford Road,Jane Street,Keele Street,73,Active,73,18,SW,SW,SW,1,Regional Road,73-16,73-20,5,York Region,2074.93195485358
1335,74-42,Vivian Road,Ninth Line,York/Durham Line,74,Active,74,42,CE,CE,CE,4,Regional Road,74-40,End,2,York Region,1048.23130229953
1336,09-52,High Street,Highway 48,Dalton Road / McDonough Avenue,9,Active,9,52,NO,NO,NO,3,Regional Road,Start,End,2,York Region,1239.79543301819
1337,69-09,Ninth Line,Donald Cousens Parkway,Major Mackenzie Drive East,69,Active,69,9,SE,SE,SE,2,Regional Road,69-08,69-10,4,York Region,1185.78366808779
1338,19-29,Green Lane East,Leslie Street,Highway 404,19,Active,19,29,NO,CE,NO,2,Regional Road,19-28,19-30,5,York Region,1091.33012105733
1339,16-20,Lloydtown/Aurora Road,Keele Street,18th Sideroad / Dufferin Street,16,Active,16,20,CE,CE,CE,3,Regional Road,16-18,End,2,York Region,2415.40383283046
1340,12-02,Don Mills Road,Steeles Avenue East,John Street / Leslie Street,12,Active,12,2,SE,SE,SE,2,Regional Road,Start,12-03,5,York Region,1497.71094623897
1341,38-14,Bathurst Street,Gamble Road,King Vaughan Road / Milos Road,38,Active,38,14,SW,SW,SW,2,Regional Road,38-12,38-16,5,York Region,2088.44265232879
1342,27-16,Highway 27,King Vaughan Road,King Road,27,Active,27,16,SW,SW,SW,2,Regional Road,27-14,27-18,2,York Region,2050.35674550478
1343,03-12,Kennedy Road,Elgin Mills Road East,19th Avenue,3,Active,3,12,SE,SE,SE,3,Regional Road,03-10,03-14,2,York Region,2038.22097622047
1344,15-92,Aurora Road - Woodbine Avenue Ramp,Aurora Road,Woodbine Avenue,15,Active,15,92,CE,CE,CE,2,Channelized Right Turn Lane,Start,End,1,York Region,217.699870816759
1345,95-08,Steeles Avenue West,Highway 427,Highway 27,95,Active,95,8,,,SW,0,Regional Road,95-07,95-10,4,Toronto,1420.80609363257
1346,30-02,York/Durham Line,Steeles Avenue East,14th Avenue,30,Active,30,2,SE,SE,SE,3,Regional Road,Start,30-04,3,York Region,2037.22537728172
1347,65-01,Warden Avenue,Steeles Avenue East,Denison Street,65,Active,65,1,SE,SE,SE,2,Regional Road,Start,65-02,5,York Region,885.003398468632
1348,38-06M,Bathurst Street Rapidway,Richmond Hill-Vaughan Border,Carrville Road / Rutherford Road,38,Active,38,6,SW,SW,SW,1,Rapidway,38-04M,End,2,York Region,308.291551493911
1349,40-40,Bloomington Road,Highway 48,Ninth Line,40,Active,40,40,CE,CE,CE,2,Regional Road,40-38,40-42,2,York Region,2409.46493156265
1350,69-90,Box Grove Bypass,Box Grove Collector Road / Donald Cousens Parkway,14th Avenue,69,Active,69,90,SE,SE,SE,2,Regional Road,Start,69-91,4,York Region,580.570801084377
1351,15-40,Aurora Road,Highway 48,Ninth Line,15,Active,15,40,CE,CE,CE,3,Regional Road,15-38,15-42,2,York Region,2090.21399380321
1352,81-50,Weirs Sideroad,Smith Boulevard,Old Homestead Road,81,Active,81,50,NO,NO,NO,3,Regional Road,81-48,End,2,York Region,1457.50983588571
1353,38-20,Bathurst Street,15th Sideroad / Bloomington Road,16th Sideroad / Henderson Drive,38,Active,38,20,CE,CE,CE,2,Regional Road,38-18,38-22,4,York Region,2050.39772808607
1354,40-26,Bloomington Road,Yonge Street,Bayview Avenue,40,Active,40,26,CE,CE,CE,2,Regional Road,40-24,40-28,2,York Region,1965.79811143911
1355,38-91,Bathurst Street - Major Mackenzie Drive Ramp,Bathurst Street,Major Mackenzie Drive West,38,Active,38,91,SW,SW,SW,2,Channelized Right Turn Lane,Start,End,1,York Region,190.947006019131
1356,55-06,Jane Street,Langstaff Road,Rutherford Road,55,Active,55,6,SW,SW,SW,2,Regional Road,55-04,55-08,5,York Region,2073.01822431502
1357,27-10,Highway 27,Nashville Road,Islington Avenue,27,Active,27,10,SW,SW,SW,2,Regional Road,27-09,27-12,3,York Region,573.412096399529
1358,07-18E,Highway 7 Eastbound,Jane Street,Keele Street,7,Active,7,18,SW,SW,SW,1,Regional Road,07-16E,07-19E,3,York Region,2160.66022194718
1359,69-12,Ninth Line,Elgin Mills Road East,19th Avenue,69,Active,69,12,SE,SE,SE,2,Regional Road,69-10,69-14,2,York Region,1992.71983599911
1360,34-06,Bayview Avenue,Highway 7,16th Avenue,34,Active,34,6,SE,SE,SE,2,Regional Road,34-04,34-08,6,York Region,1997.53899572216
1361,06-06,Keele Street,Langstaff Road,Rutherford Road,6,Active,6,6,SW,SW,SW,2,Regional Road,06-04,06-08,5,York Region,2011.63977434434
1362,07-24M,Highway 7 Rapidway,Bathurst Street,Yonge Street,7,Active,7,24,SW,SW,SW,1,Rapidway,07-22,07-26M,1,Metrolinx,2205.83726928417
1363,01-27S,Yonge Street Southbound,Eagle Street / Eagle Street West,Mulock Drive,1,Active,1,27,CE,CE,CE,2,Regional Road,01-28S,01-26S,2,York Region,1058.5508868877
1364,73-30,16th Avenue,Highway 404,Woodbine Avenue,73,Active,73,30,SE,SE,SE,2,Regional Road,73-29,73-32,5,York Region,1061.32747342738
1365,24-01,Highway 50,Steeles Avenue,Highway 407,24,Active,24,1,,,SW,,Regional Road,,,4,Part Owner,157.646971091897
1366,38-03S,Bathurst Street Southbound,Highway 407,Centre Street,38,Active,38,3,SW,SW,SW,1,Regional Road,38-02,38-04,2,York Region,1906.33828238082
1367,73-29,16th Avenue,Leslie Street,Highway 404,73,Active,73,29,SE,SE,SE,2,Regional Road,73-28,73-30,5,York Region,972.946303243988
1368,06-16,Keele Street,King Vaughan Road,King Road,6,Active,6,16,SW,SW,SW,3,Regional Road,06-14,06-18,4,York Region,2036.35634370698
1369,09-53,Dalton Road,Baseline Road,Black River Road,9,Active,9,53,NO,NO,NO,3,Regional Road,Start,09-54,4,York Region,787.797379316144
1370,73-38,16th Avenue,McCowan Road,Highway 48 / Main Street Markham,73,Active,73,38,SE,SE,SE,2,Regional Road,73-36,73-40,5,York Region,2145.2815787931
1371,67-12,McCowan Road,Elgin Mills Road East,19th Avenue,67,Active,67,12,SE,SE,SE,3,Regional Road,67-10,67-14,2,York Region,2025.65534963192
1372,14-15,King Vaughan Road,Weston Road,Highway 400,14,Active,14,15,SW,SW,SW,3,Regional Road,14-14,14-16,2,York Region,983.100062372657
1373,12-08,Leslie Street,16th Avenue,Major Mackenzie Drive East,12,Active,12,8,SE,SE,SE,2,Regional Road,12-06,12-10,5,York Region,2035.33140749037
1374,07-30W,Highway 7 Westbound,Highway 404,Woodbine Avenue,7,Active,7,30,SE,SE,SE,1,Regional Road,07-29W,07-32W,3,York Region,1103.47845949781
1375,15-29,Wellington Street East,Leslie Street,Aurora Road,15,Active,15,29,CE,CE,CE,2,Regional Road,15-28,15-30,5,York Region,1026.06282588488
1376,15-34,Aurora Road,Warden Avenue,Kennedy Road,15,Active,15,34,CE,CE,CE,2,Regional Road,15-32,15-36,2,York Region,2006.57714515555
1377,72-06,Langstaff Road,Highway 50,Huntington Road,72,Active,72,6,SW,SW,SW,2,Regional Road,Start,72-08,2,York Region,632.807656243191
1378,69-02,Ninth Line,Steeles Avenue East,Donald Cousens Parkway,69,Active,69,2,SE,SE,SE,2,Regional Road,Start,48-02,2,York Region,617.154845309981
1379,31-28E,Davis Drive Eastbound,Lundys Lane / Prospect Street,Leslie Street,31,Active,31,28,CE,CE,CE,2,Regional Road,31-26,31-29,2,York Region,1898.48338627379
1380,14-28,Stouffville Road,Bayview Avenue,Leslie Street,14,Active,14,28,SE,SE,SE,2,Regional Road,14-26,14-29,2,York Region,2226.06502310744
1381,69-08,Ninth Line,16th Avenue,Donald Cousens Parkway,69,Active,69,8,SE,SE,SE,2,Regional Road,69-06,69-09,4,York Region,839.825241158672
1382,18-50,Park Road,Smith Boulevard,Old Homestead Road,18,Active,18,50,NO,NO,NO,3,Regional Road,18-48,18-52,2,York Region,1438.08836557363
1383,30-08,York/Durham Line,16th Avenue,Major Mackenzie Drive East,30,Active,30,8,SE,SE,SE,2,Regional Road,30-06,30-10,2,York Region,1994.40684499709
1384,73-22,Rutherford Road,Dufferin Street,Bathurst Street / Carrville Road,73,Active,73,22,SW,SW,SW,2,Regional Road,73-20,73-24,4,York Region,2040.72373736682
1385,73-26,16th Avenue,Carrville Road / Yonge Street,Bayview Avenue,73,Active,73,26,SE,SE,SE,2,Regional Road,73-24,73-28,5,York Region,1848.83269234462
1386,78-46,Morton Avenue,Metro Road South / The Queensway South,Pollock Road / Woodbine Avenue,78,Active,78,46,NO,NO,NO,3,Regional Road,Start,End,2,York Region,1334.31264189466
1387,55-25,Jane Street,18th Sideroad / Lloydtown/Aurora Road,Kettleby Road / Lloydtown/Aurora Road,55,Active,55,25,CE,CE,CE,3,Regional Road,55-24,55-26,2,York Region,1063.73924915376
1388,71-19M,Centre Street Rapidway,Highway 7,Highway 407,71,Active,71,19,SW,SW,SW,1,Rapidway,Start,71-21M,1,Metrolinx,186.594740996376
1389,56-06,Weston Road,Langstaff Road,Rutherford Road,56,Active,56,6,SW,SW,SW,2,Regional Road,56-04,56-08,5,York Region,2055.30042534167
1390,38-93,Bathurst Street - Green Lane West Interchange,Bathurst Street,Green Lane West,38,Active,38,93,NO,NO,NO,2,Channelized Right Turn Lane,Start,End,1,York Region,412.141888717955
